Room_Id,Room_Name,Booking_Id,Capacity,Room_type,Building_Number,Building_Name,Floor_Number,Utilities,Media
9d-2p,Litas,Qew-54k3,5,Conference Hall,31D-17lS,Physciaceae,9,Marker,http://dummyimage.com/165x100.png/5fa2dd/ffffff
cm-3c,Koruna,2Y2-61iD,1,Cubicle,r7T-540a,Polemoniaceae,1,Projector,http://dummyimage.com/102x100.png/5fa2dd/ffffff
dj-89,Yuan Renminbi,TMW-09fE,1,Cubicle,89S-95Xz,Asteraceae,4,Marker,http://dummyimage.com/124x100.png/cc0000/ffffff
FU-1V,Baht,1Jn-36hd,10,Conference Hall,K8K-85Fs,Poaceae,5,Monitor,http://dummyimage.com/116x100.png/5fa2dd/ffffff
yh-0U,Ruble,WvQ-64zz,1,Conference Hall,l60-69Qr,Polemoniaceae,9,Air Conditioner,http://dummyimage.com/130x100.png/ff4444/ffffff
92-2m,Tenge,ILv-18Z2,4,Conference Hall,77o-979M,Cactaceae,1,Marker,http://dummyimage.com/189x100.png/ff4444/ffffff
fD-26,Yuan Renminbi,BbR-54Ym,2,Cubicle,M42-43UQ,Rubiaceae,5,Projector,http://dummyimage.com/101x100.png/5fa2dd/ffffff
4M-4b,Real,iXT-79vg,4,Conference Hall,b2j-97FJ,Cistaceae,3,Monitor,http://dummyimage.com/103x100.png/5fa2dd/ffffff
l0-4B,Euro,pm8-82rm,2,Cubicle,F8P-45UE,Oleaceae,4,Water Filter,http://dummyimage.com/229x100.png/cc0000/ffffff
aY-4e,Baht,ULM-72Pm,5,Conference Hall,78u-84jG,Chenopodiaceae,6,Water Filter,http://dummyimage.com/139x100.png/ff4444/ffffff
7Y-84,Euro,jhX-82GX,3,Conference Hall,s1Z-72N6,Brassicaceae,0,Monitor,http://dummyimage.com/238x100.png/dddddd/000000
nL-9i,Rupiah,gFg-73ZF,6,Conference Hall,66w-79TW,Urticaceae,8,Projector,http://dummyimage.com/173x100.png/cc0000/ffffff
0A-2i,Kuna,GQD-98BF,3,Conference Hall,07V-90HT,Asteraceae,5,Air Conditioner,http://dummyimage.com/233x100.png/ff4444/ffffff
QP-8m,Peso,mso-48Hn,4,Conference Hall,O19-51jH,Rubiaceae,6,Air Conditioner,http://dummyimage.com/191x100.png/5fa2dd/ffffff
X8-7e,Yuan Renminbi,5TB-996k,6,Conference Hall,y5d-57LX,Lichinaceae,5,Duster,http://dummyimage.com/155x100.png/dddddd/000000
EI-14,Euro,c2x-59Kd,3,Conference Hall,z3T-176z,Scrophulariaceae,8,Water Filter,http://dummyimage.com/175x100.png/ff4444/ffffff
xQ-5m,Rupiah,Wx3-075f,8,Conference Hall,A3R-44xG,Liliaceae,5,Monitor,http://dummyimage.com/240x100.png/dddddd/000000
tI-5P,Euro,pIL-69aV,8,Conference Hall,F55-88u1,Myrtaceae,2,Projector,http://dummyimage.com/225x100.png/cc0000/ffffff
60-2O,Ruble,nUT-07H4,8,Conference Hall,s0v-04T1,Pottiaceae,7,Duster,http://dummyimage.com/119x100.png/cc0000/ffffff
Uu-7p,Zloty,MF1-306n,7,Conference Hall,38D-88cB,Rhizocarpaceae,9,Water Filter,http://dummyimage.com/142x100.png/ff4444/ffffff
8O-5z,Yuan Renminbi,ROt-19EB,10,Conference Hall,m2y-69MU,Asteraceae,6,Monitor,http://dummyimage.com/234x100.png/ff4444/ffffff
5J-0j,Real,gI9-42Jj,1,Conference Hall,h91-45QZ,Brassicaceae,5,Marker,http://dummyimage.com/184x100.png/ff4444/ffffff
0O-55,Yuan Renminbi,zIp-984I,5,Conference Hall,V87-21Fk,Grossulariaceae,1,Water Filter,http://dummyimage.com/233x100.png/ff4444/ffffff
f3-33,Yuan Renminbi,9rd-43zi,4,Conference Hall,q75-8054,Fabaceae,3,Water Filter,http://dummyimage.com/185x100.png/5fa2dd/ffffff
vE-3M,Krona,IMB-71io,7,Conference Hall,02X-05Xe,Asteraceae,7,Monitor,http://dummyimage.com/189x100.png/cc0000/ffffff
RR-4w,Peso,nY0-50cQ,3,Conference Hall,y6Y-86v4,Asteraceae,5,Projector,http://dummyimage.com/154x100.png/5fa2dd/ffffff
7I-5B,Real,NlT-14Lw,6,Conference Hall,p1J-22Aa,Brassicaceae,0,Projector,http://dummyimage.com/223x100.png/dddddd/000000
oT-3a,Dollar,mjI-69dN,4,Conference Hall,J3R-46g9,Asteraceae,3,Marker,http://dummyimage.com/236x100.png/cc0000/ffffff
yf-3C,Yuan Renminbi,DDT-22Ng,8,Conference Hall,12t-82IK,Asteraceae,7,Air Conditioner,http://dummyimage.com/188x100.png/dddddd/000000
pp-6J,Yuan Renminbi,fjz-37wB,4,Conference Hall,j6F-93Gb,Orchidaceae,2,Marker,http://dummyimage.com/154x100.png/ff4444/ffffff
Bm-5Q,Yuan Renminbi,5Ta-64Az,10,Conference Hall,F98-905B,Fabaceae,7,Monitor,http://dummyimage.com/126x100.png/ff4444/ffffff
gs-2y,Ruble,A7M-97vo,8,Conference Hall,32j-05lz,Apiaceae,4,Projector,http://dummyimage.com/115x100.png/5fa2dd/ffffff
ot-0j,Ouguiya,p37-79Qa,6,Conference Hall,816-735c,Icacinaceae,8,Monitor,http://dummyimage.com/180x100.png/ff4444/ffffff
27-6G,Yuan Renminbi,Qwj-54xs,8,Conference Hall,M2L-57jO,Rosaceae,0,Air Conditioner,http://dummyimage.com/190x100.png/5fa2dd/ffffff
DW-6K,Peso,PEY-27eC,8,Conference Hall,R8S-87rG,Cyperaceae,4,Duster,http://dummyimage.com/124x100.png/dddddd/000000
5C-6C,Euro,IoN-48WB,8,Conference Hall,l1j-8254,Asteraceae,6,Water Filter,http://dummyimage.com/100x100.png/dddddd/000000
un-4N,Zloty,7oX-720Y,6,Conference Hall,71G-61Tg,Micareaceae,9,Air Conditioner,http://dummyimage.com/231x100.png/cc0000/ffffff
Cu-1M,Yuan Renminbi,IPP-20i0,6,Conference Hall,i6v-25NP,Asteraceae,9,Duster,http://dummyimage.com/227x100.png/ff4444/ffffff
Py-2X,Peso,2c3-25bF,10,Conference Hall,h21-35ru,Caryophyllaceae,8,Marker,http://dummyimage.com/174x100.png/cc0000/ffffff
U6-41,Quetzal,AoU-69DH,9,Conference Hall,b0C-552p,Fagaceae,7,Projector,http://dummyimage.com/221x100.png/ff4444/ffffff
OK-7Q,Rupiah,7AV-05gB,7,Conference Hall,g3x-75s8,Fabaceae,6,Duster,http://dummyimage.com/235x100.png/dddddd/000000
H5-6T,Yuan Renminbi,OO7-06H4,3,Conference Hall,A5U-109W,Caprifoliaceae,9,Projector,http://dummyimage.com/141x100.png/cc0000/ffffff
Op-6z,Kyat,tun-56PP,9,Conference Hall,19V-17rl,Fabaceae,0,Water Filter,http://dummyimage.com/138x100.png/ff4444/ffffff
3T-45,Hryvnia,RT8-32GU,5,Conference Hall,d3o-75WU,Polygonaceae,6,Projector,http://dummyimage.com/102x100.png/ff4444/ffffff
Xz-3A,Yuan Renminbi,PjV-27ts,6,Conference Hall,Y5U-46Fu,Styracaceae,7,Duster,http://dummyimage.com/166x100.png/dddddd/000000
fg-2h,Dollar,IOs-801e,8,Conference Hall,F95-72o7,Brassicaceae,0,Air Conditioner,http://dummyimage.com/140x100.png/cc0000/ffffff
ol-9G,Peso,ADO-52Ww,4,Conference Hall,Z2y-08ZT,Betulaceae,3,Water Filter,http://dummyimage.com/218x100.png/ff4444/ffffff
Dt-8W,Pula,9Ph-748R,8,Conference Hall,E4z-340R,Asteraceae,9,Duster,http://dummyimage.com/238x100.png/cc0000/ffffff
qE-6V,Ruble,qyu-11pM,2,Conference Hall,d4D-55dk,Fagaceae,2,Monitor,http://dummyimage.com/239x100.png/5fa2dd/ffffff
nS-3u,Rupiah,MrM-97Tx,10,Conference Hall,A05-47FW,Asteraceae,6,Duster,http://dummyimage.com/174x100.png/cc0000/ffffff
CE-5R,Peso,jUw-7503,7,Conference Hall,s9D-37Ow,Asteraceae,3,Marker,http://dummyimage.com/226x100.png/cc0000/ffffff
xb-2A,Yuan Renminbi,FEE-61qk,4,Conference Hall,Z1i-367L,Ranunculaceae,7,Duster,http://dummyimage.com/164x100.png/ff4444/ffffff
43-86,Hryvnia,bNB-65Hl,9,Conference Hall,Z4n-82PY,Poaceae,4,Monitor,http://dummyimage.com/202x100.png/5fa2dd/ffffff
zF-0r,Euro,gmD-37UM,5,Conference Hall,j9o-591E,Ranunculaceae,1,Monitor,http://dummyimage.com/212x100.png/5fa2dd/ffffff
lQ-9g,Real,cCr-34dj,4,Conference Hall,R1t-59vH,Bryaceae,9,Air Conditioner,http://dummyimage.com/191x100.png/ff4444/ffffff
dy-2m,Ruble,Vg6-28n0,3,Conference Hall,E1X-970x,Polemoniaceae,6,Duster,http://dummyimage.com/207x100.png/cc0000/ffffff
BS-4J,Dirham,5ns-05m0,7,Conference Hall,92m-18fp,Rosaceae,1,Monitor,http://dummyimage.com/248x100.png/cc0000/ffffff
wc-0f,Yuan Renminbi,pmm-95Fb,10,Conference Hall,L4r-584H,Caryophyllaceae,5,Marker,http://dummyimage.com/164x100.png/ff4444/ffffff
yO-7K,Rupiah,3gb-98pL,3,Conference Hall,N4k-36Bb,Cactaceae,4,Duster,http://dummyimage.com/172x100.png/5fa2dd/ffffff
lv-0t,Yuan Renminbi,h2A-324z,3,Conference Hall,l0k-565E,Collemataceae,5,Marker,http://dummyimage.com/190x100.png/dddddd/000000
gZ-4U,Dram,Rff-09oS,9,Conference Hall,q8p-97kb,Moringaceae,2,Water Filter,http://dummyimage.com/180x100.png/dddddd/000000
V7-2b,Yuan Renminbi,5Bz-01Ls,5,Conference Hall,f7E-80m1,Malpighiaceae,4,Duster,http://dummyimage.com/190x100.png/cc0000/ffffff
KL-3J,Hryvnia,btR-54f1,4,Conference Hall,q84-73vv,Asteraceae,4,Projector,http://dummyimage.com/208x100.png/ff4444/ffffff
Df-0A,Yuan Renminbi,4tG-51qX,1,Conference Hall,W84-56Ni,Fabaceae,3,Duster,http://dummyimage.com/196x100.png/5fa2dd/ffffff
CN-2N,Sol,NUB-02bM,4,Conference Hall,Z64-06w0,Caprifoliaceae,3,Duster,http://dummyimage.com/154x100.png/cc0000/ffffff
dZ-4G,Naira,JaI-03EG,3,Conference Hall,l0j-23yy,Scrophulariaceae,0,Projector,http://dummyimage.com/190x100.png/dddddd/000000
IM-2z,Zloty,zCh-9434,2,Conference Hall,B7q-74JY,Myrtaceae,2,Marker,http://dummyimage.com/103x100.png/ff4444/ffffff
LP-60,Rupiah,G8V-65W7,2,Cubicle,Q33-63rv,Liliaceae,1,Marker,http://dummyimage.com/127x100.png/cc0000/ffffff
zA-33,Real,6YY-47kV,5,Conference Hall,a2V-58kU,Cyperaceae,9,Projector,http://dummyimage.com/173x100.png/dddddd/000000
LH-02,Euro,V0n-4150,8,Conference Hall,c69-378e,Onagraceae,3,Water Filter,http://dummyimage.com/205x100.png/cc0000/ffffff
TG-4K,Euro,oH4-67di,10,Conference Hall,K4Y-13im,Scrophulariaceae,0,Projector,http://dummyimage.com/176x100.png/dddddd/000000
z6-6s,Yuan Renminbi,cCZ-80Q1,8,Conference Hall,S8L-64ZC,Apiaceae,4,Air Conditioner,http://dummyimage.com/175x100.png/cc0000/ffffff
fQ-8d,Euro,VBb-431w,4,Conference Hall,z5h-60Gs,Rosaceae,1,Monitor,http://dummyimage.com/192x100.png/cc0000/ffffff
g6-8O,Sol,rfa-67wF,4,Conference Hall,K3k-257S,Pottiaceae,9,Air Conditioner,http://dummyimage.com/106x100.png/cc0000/ffffff
ei-8W,Yuan Renminbi,pFo-06IP,6,Conference Hall,07b-23Of,Apiaceae,7,Duster,http://dummyimage.com/127x100.png/ff4444/ffffff
bY-3q,Manat,rro-46Yl,1,Conference Hall,38B-78JC,Hydrophyllaceae,9,Monitor,http://dummyimage.com/206x100.png/ff4444/ffffff
Cr-27,Hryvnia,Jal-12Yq,3,Conference Hall,R5t-10In,Moraceae,4,Air Conditioner,http://dummyimage.com/189x100.png/dddddd/000000
W3-7g,Rial,Mp2-73HV,8,Conference Hall,k2A-13lb,Pyrenulaceae,1,Monitor,http://dummyimage.com/138x100.png/ff4444/ffffff
7d-7j,Sol,wcB-5288,8,Conference Hall,e5r-62Vl,Asteraceae,4,Air Conditioner,http://dummyimage.com/114x100.png/dddddd/000000
b5-8W,Pound,pNA-61xN,1,Cubicle,U0i-99bT,Fabaceae,8,Water Filter,http://dummyimage.com/177x100.png/ff4444/ffffff
tk-2s,Zloty,pBf-987O,10,Conference Hall,D4b-82Ho,Liliaceae,2,Monitor,http://dummyimage.com/194x100.png/cc0000/ffffff
Sn-4I,Sol,TBH-751q,3,Conference Hall,f3W-75Fi,Fabaceae,1,Projector,http://dummyimage.com/176x100.png/dddddd/000000
Hi-4L,Euro,nHr-07eU,7,Conference Hall,t8A-08NE,Convolvulaceae,1,Air Conditioner,http://dummyimage.com/171x100.png/ff4444/ffffff
no-2G,Rupiah,jhI-48xb,2,Conference Hall,05Q-0618,Potamogetonaceae,5,Air Conditioner,http://dummyimage.com/127x100.png/5fa2dd/ffffff
bT-14,Dollar,h2U-29ZF,4,Conference Hall,J1u-85hB,Boraginaceae,1,Air Conditioner,http://dummyimage.com/116x100.png/ff4444/ffffff
N7-8M,Peso,U1u-71aa,8,Conference Hall,81Y-23LR,Butomaceae,3,Water Filter,http://dummyimage.com/220x100.png/dddddd/000000
he-6O,Rupiah,BTU-95RP,7,Conference Hall,c7T-91CE,Boraginaceae,5,Marker,http://dummyimage.com/125x100.png/cc0000/ffffff
qu-0G,Euro,JPY-84Et,1,Conference Hall,o26-47pT,Agavaceae,0,Air Conditioner,http://dummyimage.com/103x100.png/cc0000/ffffff
Rd-7q,Euro,Ed9-54zj,6,Conference Hall,W1g-80Ug,Rhamnaceae,7,Projector,http://dummyimage.com/226x100.png/5fa2dd/ffffff
q4-5z,Peso,bVQ-412K,4,Conference Hall,83S-81GA,Urticaceae,5,Air Conditioner,http://dummyimage.com/211x100.png/cc0000/ffffff
X7-4e,Baht,JwY-20uv,6,Conference Hall,Z8d-933w,Pteridaceae,8,Water Filter,http://dummyimage.com/135x100.png/ff4444/ffffff
mz-8K,Ruble,GGJ-93Ph,6,Conference Hall,d8b-077A,Lichinaceae,2,Monitor,http://dummyimage.com/149x100.png/dddddd/000000
QS-7y,Ruble,CoD-39F1,5,Conference Hall,d8J-59wg,Teloschistaceae,7,Duster,http://dummyimage.com/226x100.png/ff4444/ffffff
9N-3p,Rupiah,6l0-61VH,5,Conference Hall,u1D-14OJ,Cactaceae,2,Duster,http://dummyimage.com/132x100.png/ff4444/ffffff
5z-7d,Franc,Vvq-07Fz,9,Conference Hall,371-50As,Fabaceae,1,Projector,http://dummyimage.com/204x100.png/dddddd/000000
3E-3G,Rupiah,bjN-40GC,10,Conference Hall,v0y-965S,Simaroubaceae,5,Duster,http://dummyimage.com/175x100.png/ff4444/ffffff
Tz-32,Yuan Renminbi,00z-09l0,7,Conference Hall,48V-65Y5,Stereocaulaceae,0,Air Conditioner,http://dummyimage.com/173x100.png/dddddd/000000
bp-6Q,Rupiah,jEg-10LW,3,Conference Hall,U3f-3422,Brachytheciaceae,9,Marker,http://dummyimage.com/174x100.png/cc0000/ffffff
iv-3G,Peso,UVe-18El,6,Conference Hall,e2j-87HG,Plantaginaceae,2,Duster,http://dummyimage.com/118x100.png/dddddd/000000
2x-7F,Euro,OeB-53dE,6,Conference Hall,S1t-58MR,Gomphillaceae,1,Duster,http://dummyimage.com/203x100.png/cc0000/ffffff
6I-6f,Peso,9J9-99pZ,6,Conference Hall,18Y-37LT,Nyctaginaceae,2,Air Conditioner,http://dummyimage.com/183x100.png/5fa2dd/ffffff
3g-3b,Euro,RfP-69xW,6,Conference Hall,g9J-45Ej,Poaceae,2,Marker,http://dummyimage.com/118x100.png/dddddd/000000
3P-5H,Rupiah,s0o-84WR,4,Conference Hall,B8U-96hO,Asteraceae,5,Water Filter,http://dummyimage.com/163x100.png/dddddd/000000
YE-9H,Euro,uQX-74zt,2,Cubicle,78p-02k4,Rutaceae,0,Duster,http://dummyimage.com/240x100.png/ff4444/ffffff
Ov-18,Euro,cMz-03oW,10,Conference Hall,y0u-61zD,Fabaceae,0,Monitor,http://dummyimage.com/162x100.png/5fa2dd/ffffff
